initiator,severity,rawLog,module,date,organization,message
system,Information,"Tue, 14 Aug 2018 00:20:11 -0400|system|flush_vulns|INFO|0|Successful removal of old vulnerability data in Repository #4.
",flush_vulns,"Tue, 14 Aug 2018 00:20:11 -0400",Application,Successful removal of old vulnerability data in Repository #4.
system,Information,"Tue, 14 Aug 2018 00:20:11 -0400|system|flush_vulns|INFO|0|Removing old vulnerability data in Repository #4.
",flush_vulns,"Tue, 14 Aug 2018 00:20:11 -0400",Application,Removing old vulnerability data in Repository #4.
system,Information,"Tue, 14 Aug 2018 00:20:09 -0400|system|flush_vulns|INFO|0|Successful removal of old vulnerability data in Repository #3.
",flush_vulns,"Tue, 14 Aug 2018 00:20:09 -0400",Application,Successful removal of old vulnerability data in Repository #3.
system,Information,"Tue, 14 Aug 2018 00:20:09 -0400|system|flush_vulns|INFO|0|Removing old vulnerability data in Repository #3.
",flush_vulns,"Tue, 14 Aug 2018 00:20:09 -0400",Application,Removing old vulnerability data in Repository #3.
system,Information,"Tue, 14 Aug 2018 00:20:06 -0400|system|flush_vulns|INFO|0|Successful removal of old vulnerability data in Repository #2.
",flush_vulns,"Tue, 14 Aug 2018 00:20:06 -0400",Application,Successful removal of old vulnerability data in Repository #2.
nightlyCleanup,Information,"Tue, 14 Aug 2018 00:20:06 -0400|nightlyCleanup|message|INFO|0|Nightly Cleanup job completed.
",message,"Tue, 14 Aug 2018 00:20:06 -0400",Application,Nightly Cleanup job completed.
system,Information,"Tue, 14 Aug 2018 00:20:06 -0400|system|flush_vulns|INFO|0|Removing old vulnerability data in Repository #2.
",flush_vulns,"Tue, 14 Aug 2018 00:20:06 -0400",Application,Removing old vulnerability data in Repository #2.
system,Information,"Tue, 14 Aug 2018 00:20:04 -0400|system|flush_vulns|INFO|0|Successful removal of old vulnerability data in Repository #1.
",flush_vulns,"Tue, 14 Aug 2018 00:20:04 -0400",Application,Successful removal of old vulnerability data in Repository #1.
system,Information,"Tue, 14 Aug 2018 00:20:03 -0400|system|flush_vulns|INFO|0|Removing old vulnerability data in Repository #1.
",flush_vulns,"Tue, 14 Aug 2018 00:20:03 -0400",Application,Removing old vulnerability data in Repository #1.
nightlyCleanup,Information,"Tue, 14 Aug 2018 00:20:02 -0400|nightlyCleanup|message|INFO|0|Nightly Cleanup job starting...
",message,"Tue, 14 Aug 2018 00:20:02 -0400",Application,Nightly Cleanup job starting...
Scan,Critical,"Tue, 14 Aug 2018 00:10:33 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 479 minutes.
",message,"Tue, 14 Aug 2018 00:10:33 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 479 minutes.
Scan,Critical,"Mon, 13 Aug 2018 23:55:29 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 495 minutes.
",message,"Mon, 13 Aug 2018 23:55:29 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 495 minutes.
expireAcceptedRisk,Information,"Mon, 13 Aug 2018 23:42:01 -0400|expireAcceptedRisk|message|INFO|0|Expire accepted risk job #10532556 has ended.
",message,"Mon, 13 Aug 2018 23:42:01 -0400",Application,Expire accepted risk job #10532556 has ended.
expireAcceptedRisk,Information,"Mon, 13 Aug 2018 23:42:01 -0400|expireAcceptedRisk|message|INFO|0|Expire accepted risk job #10532556 starting...
",message,"Mon, 13 Aug 2018 23:42:01 -0400",Application,Expire accepted risk job #10532556 starting...
Scan,Critical,"Mon, 13 Aug 2018 23:40:29 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 510 minutes.
",message,"Mon, 13 Aug 2018 23:40:29 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 510 minutes.
Scan,Critical,"Mon, 13 Aug 2018 23:25:30 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 524 minutes.
",message,"Mon, 13 Aug 2018 23:25:30 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 524 minutes.
Scan,Critical,"Mon, 13 Aug 2018 23:10:30 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 539 minutes.
",message,"Mon, 13 Aug 2018 23:10:30 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 539 minutes.
takeRepositorySnapshots,Information,"Mon, 13 Aug 2018 23:00:26 -0400|takeRepositorySnapshots|message|INFO|0|Repository trending snapshots have completed.
",message,"Mon, 13 Aug 2018 23:00:26 -0400",Application,Repository trending snapshots have completed.
system,Information,"Mon, 13 Aug 2018 23:00:26 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #43.
",create_diff,"Mon, 13 Aug 2018 23:00:26 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #43.
system,Information,"Mon, 13 Aug 2018 23:00:26 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #43.
",create_diff,"Mon, 13 Aug 2018 23:00:26 -0400",Application,Creating 2018-08-14 differential db for Repository #43.
system,Information,"Mon, 13 Aug 2018 23:00:26 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #42.
",create_diff,"Mon, 13 Aug 2018 23:00:26 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #42.
system,Information,"Mon, 13 Aug 2018 23:00:26 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #42.
",create_diff,"Mon, 13 Aug 2018 23:00:26 -0400",Application,Creating 2018-08-14 differential db for Repository #42.
system,Information,"Mon, 13 Aug 2018 23:00:26 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #41.
",create_diff,"Mon, 13 Aug 2018 23:00:26 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #41.
system,Information,"Mon, 13 Aug 2018 23:00:26 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #41.
",create_diff,"Mon, 13 Aug 2018 23:00:26 -0400",Application,Creating 2018-08-14 differential db for Repository #41.
system,Information,"Mon, 13 Aug 2018 23:00:26 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #40.
",create_diff,"Mon, 13 Aug 2018 23:00:26 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #40.
system,Information,"Mon, 13 Aug 2018 23:00:26 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #40.
",create_diff,"Mon, 13 Aug 2018 23:00:26 -0400",Application,Creating 2018-08-14 differential db for Repository #40.
system,Information,"Mon, 13 Aug 2018 23:00:25 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #39.
",create_diff,"Mon, 13 Aug 2018 23:00:25 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #39.
system,Information,"Mon, 13 Aug 2018 23:00:25 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #39.
",create_diff,"Mon, 13 Aug 2018 23:00:25 -0400",Application,Creating 2018-08-14 differential db for Repository #39.
system,Information,"Mon, 13 Aug 2018 23:00:24 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #38.
",create_diff,"Mon, 13 Aug 2018 23:00:24 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #38.
system,Information,"Mon, 13 Aug 2018 23:00:24 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #38.
",create_diff,"Mon, 13 Aug 2018 23:00:24 -0400",Application,Creating 2018-08-14 differential db for Repository #38.
system,Information,"Mon, 13 Aug 2018 23:00:22 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #37.
",create_diff,"Mon, 13 Aug 2018 23:00:22 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #37.
system,Information,"Mon, 13 Aug 2018 23:00:22 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #37.
",create_diff,"Mon, 13 Aug 2018 23:00:22 -0400",Application,Creating 2018-08-14 differential db for Repository #37.
system,Information,"Mon, 13 Aug 2018 23:00:22 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #36.
",create_diff,"Mon, 13 Aug 2018 23:00:22 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #36.
system,Information,"Mon, 13 Aug 2018 23:00:22 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #36.
",create_diff,"Mon, 13 Aug 2018 23:00:22 -0400",Application,Creating 2018-08-14 differential db for Repository #36.
system,Information,"Mon, 13 Aug 2018 23:00:22 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #35.
",create_diff,"Mon, 13 Aug 2018 23:00:22 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #35.
system,Information,"Mon, 13 Aug 2018 23:00:22 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #35.
",create_diff,"Mon, 13 Aug 2018 23:00:22 -0400",Application,Creating 2018-08-14 differential db for Repository #35.
system,Information,"Mon, 13 Aug 2018 23:00:22 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #34.
",create_diff,"Mon, 13 Aug 2018 23:00:22 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #34.
system,Information,"Mon, 13 Aug 2018 23:00:22 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #34.
",create_diff,"Mon, 13 Aug 2018 23:00:22 -0400",Application,Creating 2018-08-14 differential db for Repository #34.
system,Information,"Mon, 13 Aug 2018 23:00:21 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #33.
",create_diff,"Mon, 13 Aug 2018 23:00:21 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #33.
system,Information,"Mon, 13 Aug 2018 23:00:21 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #33.
",create_diff,"Mon, 13 Aug 2018 23:00:21 -0400",Application,Creating 2018-08-14 differential db for Repository #33.
system,Information,"Mon, 13 Aug 2018 23:00:21 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #32.
",create_diff,"Mon, 13 Aug 2018 23:00:21 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #32.
system,Information,"Mon, 13 Aug 2018 23:00:21 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #32.
",create_diff,"Mon, 13 Aug 2018 23:00:21 -0400",Application,Creating 2018-08-14 differential db for Repository #32.
system,Information,"Mon, 13 Aug 2018 23:00:21 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #31.
",create_diff,"Mon, 13 Aug 2018 23:00:21 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #31.
system,Information,"Mon, 13 Aug 2018 23:00:21 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #31.
",create_diff,"Mon, 13 Aug 2018 23:00:21 -0400",Application,Creating 2018-08-14 differential db for Repository #31.
system,Information,"Mon, 13 Aug 2018 23:00:21 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #30.
",create_diff,"Mon, 13 Aug 2018 23:00:21 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #30.
system,Information,"Mon, 13 Aug 2018 23:00:21 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #30.
",create_diff,"Mon, 13 Aug 2018 23:00:21 -0400",Application,Creating 2018-08-14 differential db for Repository #30.
system,Information,"Mon, 13 Aug 2018 23:00:20 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #29.
",create_diff,"Mon, 13 Aug 2018 23:00:20 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #29.
system,Information,"Mon, 13 Aug 2018 23:00:20 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #29.
",create_diff,"Mon, 13 Aug 2018 23:00:20 -0400",Application,Creating 2018-08-14 differential db for Repository #29.
system,Information,"Mon, 13 Aug 2018 23:00:20 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #28.
",create_diff,"Mon, 13 Aug 2018 23:00:20 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #28.
system,Information,"Mon, 13 Aug 2018 23:00:20 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #28.
",create_diff,"Mon, 13 Aug 2018 23:00:20 -0400",Application,Creating 2018-08-14 differential db for Repository #28.
system,Information,"Mon, 13 Aug 2018 23:00:20 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #27.
",create_diff,"Mon, 13 Aug 2018 23:00:20 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #27.
system,Information,"Mon, 13 Aug 2018 23:00:20 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #27.
",create_diff,"Mon, 13 Aug 2018 23:00:20 -0400",Application,Creating 2018-08-14 differential db for Repository #27.
system,Information,"Mon, 13 Aug 2018 23:00:20 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #26.
",create_diff,"Mon, 13 Aug 2018 23:00:20 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #26.
system,Information,"Mon, 13 Aug 2018 23:00:20 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #26.
",create_diff,"Mon, 13 Aug 2018 23:00:20 -0400",Application,Creating 2018-08-14 differential db for Repository #26.
system,Information,"Mon, 13 Aug 2018 23:00:20 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #25.
",create_diff,"Mon, 13 Aug 2018 23:00:20 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #25.
system,Information,"Mon, 13 Aug 2018 23:00:20 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #25.
",create_diff,"Mon, 13 Aug 2018 23:00:20 -0400",Application,Creating 2018-08-14 differential db for Repository #25.
system,Information,"Mon, 13 Aug 2018 23:00:20 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #24.
",create_diff,"Mon, 13 Aug 2018 23:00:20 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #24.
system,Information,"Mon, 13 Aug 2018 23:00:20 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #24.
",create_diff,"Mon, 13 Aug 2018 23:00:20 -0400",Application,Creating 2018-08-14 differential db for Repository #24.
system,Information,"Mon, 13 Aug 2018 23:00:20 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #23.
",create_diff,"Mon, 13 Aug 2018 23:00:20 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #23.
system,Information,"Mon, 13 Aug 2018 23:00:20 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #23.
",create_diff,"Mon, 13 Aug 2018 23:00:20 -0400",Application,Creating 2018-08-14 differential db for Repository #23.
system,Information,"Mon, 13 Aug 2018 23:00:20 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #21.
",create_diff,"Mon, 13 Aug 2018 23:00:20 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #21.
system,Information,"Mon, 13 Aug 2018 23:00:20 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #21.
",create_diff,"Mon, 13 Aug 2018 23:00:20 -0400",Application,Creating 2018-08-14 differential db for Repository #21.
system,Information,"Mon, 13 Aug 2018 23:00:20 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #20.
",create_diff,"Mon, 13 Aug 2018 23:00:20 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #20.
system,Information,"Mon, 13 Aug 2018 23:00:20 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #20.
",create_diff,"Mon, 13 Aug 2018 23:00:20 -0400",Application,Creating 2018-08-14 differential db for Repository #20.
system,Information,"Mon, 13 Aug 2018 23:00:20 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #19.
",create_diff,"Mon, 13 Aug 2018 23:00:20 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #19.
system,Information,"Mon, 13 Aug 2018 23:00:20 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #19.
",create_diff,"Mon, 13 Aug 2018 23:00:20 -0400",Application,Creating 2018-08-14 differential db for Repository #19.
system,Information,"Mon, 13 Aug 2018 23:00:19 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #18.
",create_diff,"Mon, 13 Aug 2018 23:00:19 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #18.
system,Information,"Mon, 13 Aug 2018 23:00:19 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #18.
",create_diff,"Mon, 13 Aug 2018 23:00:19 -0400",Application,Creating 2018-08-14 differential db for Repository #18.
system,Information,"Mon, 13 Aug 2018 23:00:19 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #17.
",create_diff,"Mon, 13 Aug 2018 23:00:19 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #17.
system,Information,"Mon, 13 Aug 2018 23:00:19 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #17.
",create_diff,"Mon, 13 Aug 2018 23:00:19 -0400",Application,Creating 2018-08-14 differential db for Repository #17.
system,Information,"Mon, 13 Aug 2018 23:00:19 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #16.
",create_diff,"Mon, 13 Aug 2018 23:00:19 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #16.
system,Information,"Mon, 13 Aug 2018 23:00:19 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #16.
",create_diff,"Mon, 13 Aug 2018 23:00:19 -0400",Application,Creating 2018-08-14 differential db for Repository #16.
system,Information,"Mon, 13 Aug 2018 23:00:18 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #15.
",create_diff,"Mon, 13 Aug 2018 23:00:18 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #15.
system,Information,"Mon, 13 Aug 2018 23:00:18 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #15.
",create_diff,"Mon, 13 Aug 2018 23:00:18 -0400",Application,Creating 2018-08-14 differential db for Repository #15.
system,Information,"Mon, 13 Aug 2018 23:00:18 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #14.
",create_diff,"Mon, 13 Aug 2018 23:00:18 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #14.
system,Information,"Mon, 13 Aug 2018 23:00:18 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #14.
",create_diff,"Mon, 13 Aug 2018 23:00:18 -0400",Application,Creating 2018-08-14 differential db for Repository #14.
system,Information,"Mon, 13 Aug 2018 23:00:16 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #13.
",create_diff,"Mon, 13 Aug 2018 23:00:16 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #13.
system,Information,"Mon, 13 Aug 2018 23:00:16 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #13.
",create_diff,"Mon, 13 Aug 2018 23:00:16 -0400",Application,Creating 2018-08-14 differential db for Repository #13.
system,Information,"Mon, 13 Aug 2018 23:00:14 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #12.
",create_diff,"Mon, 13 Aug 2018 23:00:14 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #12.
system,Information,"Mon, 13 Aug 2018 23:00:14 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #12.
",create_diff,"Mon, 13 Aug 2018 23:00:14 -0400",Application,Creating 2018-08-14 differential db for Repository #12.
system,Information,"Mon, 13 Aug 2018 23:00:13 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #11.
",create_diff,"Mon, 13 Aug 2018 23:00:13 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #11.
system,Information,"Mon, 13 Aug 2018 23:00:13 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #11.
",create_diff,"Mon, 13 Aug 2018 23:00:13 -0400",Application,Creating 2018-08-14 differential db for Repository #11.
system,Information,"Mon, 13 Aug 2018 23:00:12 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #9.
",create_diff,"Mon, 13 Aug 2018 23:00:12 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #9.
system,Information,"Mon, 13 Aug 2018 23:00:12 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #9.
",create_diff,"Mon, 13 Aug 2018 23:00:12 -0400",Application,Creating 2018-08-14 differential db for Repository #9.
system,Information,"Mon, 13 Aug 2018 23:00:12 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #8.
",create_diff,"Mon, 13 Aug 2018 23:00:12 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #8.
system,Information,"Mon, 13 Aug 2018 23:00:12 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #8.
",create_diff,"Mon, 13 Aug 2018 23:00:12 -0400",Application,Creating 2018-08-14 differential db for Repository #8.
system,Information,"Mon, 13 Aug 2018 23:00:11 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #7.
",create_diff,"Mon, 13 Aug 2018 23:00:11 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #7.
system,Information,"Mon, 13 Aug 2018 23:00:11 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #7.
",create_diff,"Mon, 13 Aug 2018 23:00:11 -0400",Application,Creating 2018-08-14 differential db for Repository #7.
system,Information,"Mon, 13 Aug 2018 23:00:10 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #6.
",create_diff,"Mon, 13 Aug 2018 23:00:10 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #6.
system,Information,"Mon, 13 Aug 2018 23:00:10 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #6.
",create_diff,"Mon, 13 Aug 2018 23:00:10 -0400",Application,Creating 2018-08-14 differential db for Repository #6.
system,Information,"Mon, 13 Aug 2018 23:00:10 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #5.
",create_diff,"Mon, 13 Aug 2018 23:00:10 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #5.
system,Information,"Mon, 13 Aug 2018 23:00:10 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #5.
",create_diff,"Mon, 13 Aug 2018 23:00:10 -0400",Application,Creating 2018-08-14 differential db for Repository #5.
system,Information,"Mon, 13 Aug 2018 23:00:10 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #4.
",create_diff,"Mon, 13 Aug 2018 23:00:10 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #4.
system,Information,"Mon, 13 Aug 2018 23:00:10 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #4.
",create_diff,"Mon, 13 Aug 2018 23:00:10 -0400",Application,Creating 2018-08-14 differential db for Repository #4.
system,Information,"Mon, 13 Aug 2018 23:00:10 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #3.
",create_diff,"Mon, 13 Aug 2018 23:00:10 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #3.
system,Information,"Mon, 13 Aug 2018 23:00:10 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #3.
",create_diff,"Mon, 13 Aug 2018 23:00:10 -0400",Application,Creating 2018-08-14 differential db for Repository #3.
system,Information,"Mon, 13 Aug 2018 23:00:10 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #2.
",create_diff,"Mon, 13 Aug 2018 23:00:10 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #2.
system,Information,"Mon, 13 Aug 2018 23:00:10 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #2.
",create_diff,"Mon, 13 Aug 2018 23:00:10 -0400",Application,Creating 2018-08-14 differential db for Repository #2.
system,Information,"Mon, 13 Aug 2018 23:00:09 -0400|system|create_diff|INFO|0|Successful creation of 2018-08-14 differential db for Repository #1.
",create_diff,"Mon, 13 Aug 2018 23:00:09 -0400",Application,Successful creation of 2018-08-14 differential db for Repository #1.
system,Information,"Mon, 13 Aug 2018 23:00:09 -0400|system|create_diff|INFO|0|Creating 2018-08-14 differential db for Repository #1.
",create_diff,"Mon, 13 Aug 2018 23:00:09 -0400",Application,Creating 2018-08-14 differential db for Repository #1.
takeRepositorySnapshots,Information,"Mon, 13 Aug 2018 23:00:05 -0400|takeRepositorySnapshots|message|INFO|0|Repository trending snapshots have begun.
",message,"Mon, 13 Aug 2018 23:00:05 -0400",Application,Repository trending snapshots have begun.
Scan,Critical,"Mon, 13 Aug 2018 22:55:31 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 554 minutes.
",message,"Mon, 13 Aug 2018 22:55:31 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 554 minutes.
expireAcceptedRisk,Information,"Mon, 13 Aug 2018 22:42:01 -0400|expireAcceptedRisk|message|INFO|0|Expire accepted risk job #10532481 has ended.
",message,"Mon, 13 Aug 2018 22:42:01 -0400",Application,Expire accepted risk job #10532481 has ended.
expireAcceptedRisk,Information,"Mon, 13 Aug 2018 22:42:01 -0400|expireAcceptedRisk|message|INFO|0|Expire accepted risk job #10532481 starting...
",message,"Mon, 13 Aug 2018 22:42:01 -0400",Application,Expire accepted risk job #10532481 starting...
Scan,Critical,"Mon, 13 Aug 2018 22:40:32 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 569 minutes.
",message,"Mon, 13 Aug 2018 22:40:32 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 569 minutes.
Scan,Critical,"Mon, 13 Aug 2018 22:37:48 -0400|Scan|message|CRITICAL|0|Scan job #10528022 is waiting for scanner progress updates; timeout will occur in 689 minutes.
",message,"Mon, 13 Aug 2018 22:37:48 -0400",Application,Scan job #10528022 is waiting for scanner progress updates; timeout will occur in 689 minutes.
Scan,Critical,"Mon, 13 Aug 2018 22:25:33 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 584 minutes.
",message,"Mon, 13 Aug 2018 22:25:33 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 584 minutes.
Scan,Critical,"Mon, 13 Aug 2018 22:22:43 -0400|Scan|message|CRITICAL|0|Scan job #10528022 is waiting for scanner progress updates; timeout will occur in 704 minutes.
",message,"Mon, 13 Aug 2018 22:22:43 -0400",Application,Scan job #10528022 is waiting for scanner progress updates; timeout will occur in 704 minutes.
Scan,Critical,"Mon, 13 Aug 2018 22:10:29 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 600 minutes.
",message,"Mon, 13 Aug 2018 22:10:29 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 600 minutes.
Scan,Critical,"Mon, 13 Aug 2018 21:55:29 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 615 minutes.
",message,"Mon, 13 Aug 2018 21:55:29 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 615 minutes.
